1,"AAPL",198.87
2,"MSFT",120.95
3,"GOOG",1217.87
4,"BAC",30.17
5,"FB",179.10
6,"ORCL",54.50
7,"C",67.42
8,"INTC",56.42
9,"XOM",80.92
10,"AMZN",1843.06
